user_id,status_id,created_at,screen_name,text,source,display_text_width,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favorite_count,retweet_count,quote_count,reply_count,hashtags,symbols,urls_url,urls_t.co,urls_expanded_url,media_url,media_t.co,media_expanded_url,media_type,ext_media_url,ext_media_t.co,ext_media_expanded_url,ext_media_type,mentions_user_id,mentions_screen_name,lang,quoted_status_id,quoted_text,quoted_created_at,quoted_source,quoted_favorite_count,quoted_retweet_count,quoted_user_id,quoted_screen_name,quoted_name,quoted_followers_count,quoted_friends_count,quoted_statuses_count,quoted_location,quoted_description,quoted_verified,retweet_status_id,retweet_text,retweet_created_at,retweet_source,retweet_favorite_count,retweet_retweet_count,retweet_user_id,retweet_screen_name,retweet_name,retweet_followers_count,retweet_friends_count,retweet_statuses_count,retweet_location,retweet_description,retweet_verified,place_url,place_name,place_full_name,place_type,country,country_code,geo_coords,coords_coords,bbox_coords,status_url,name,location,description,url,protected,followers_count,friends_count,listed_count,statuses_count,favourites_count,account_created_at,verified,profile_url,profile_expanded_url,account_lang,profile_banner_url,profile_background_url,profile_image_url
24742040,1487258062645780483,2022-01-29T02:55:28Z,Xbox,@Gr8n3ssG We're ok with this type of spoiler 😂,Sprout Social,36,1487243033288478720,1401563333052932106,Gr8n3ssG,FALSE,FALSE,5,1,,,,,,,,,,,,,,,,1401563333052932106,Gr8n3ssG,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/Xbox/status/1487258062645780483,Xbox,A containment zone,REACTing,https://t.co/C1bIH66H1K,FALSE,17601119,16237,20436,286936,4306,2009-03-16T18:30:52Z,TRUE,https://t.co/C1bIH66H1K,http://Xbox.com,,https://pbs.twimg.com/profile_banners/24742040/1642655585,http://abs.twimg.com/images/themes/theme14/bg.gif,http://pbs.twimg.com/profile_images/1484031194576551938/xbzT_BhO_normal.jpg
24742040,1487257305108340738,2022-01-29T02:52:28Z,Xbox,@Cheeryarbiter That's a very cool controller 🤩,Sprout Social,31,1487238740078645250,250193804,Cheeryarbiter,FALSE,FALSE,5,1,,,,,,,,,,,,,,,,250193804,Cheeryarbiter,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/Xbox/status/1487257305108340738,Xbox,A containment zone,REACTing,https://t.co/C1bIH66H1K,FALSE,17601119,16237,20436,286936,4306,2009-03-16T18:30:52Z,TRUE,https://t.co/C1bIH66H1K,http://Xbox.com,,https://pbs.twimg.com/profile_banners/24742040/1642655585,http://abs.twimg.com/images/themes/theme14/bg.gif,http://pbs.twimg.com/profile_images/1484031194576551938/xbzT_BhO_normal.jpg
24742040,1487247042879815680,2022-01-29T02:11:41Z,Xbox,@sonic_hedgehog Everything becomes crab.,Sprout Social,24,1487108302156615681,19609162,sonic_hedgehog,FALSE,FALSE,317,14,,,,,,,,,,,,,,,,19609162,sonic_hedgehog,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/Xbox/status/1487247042879815680,Xbox,A containment zone,REACTing,https://t.co/C1bIH66H1K,FALSE,17601119,16237,20436,286936,4306,2009-03-16T18:30:52Z,TRUE,https://t.co/C1bIH66H1K,http://Xbox.com,,https://pbs.twimg.com/profile_banners/24742040/1642655585,http://abs.twimg.com/images/themes/theme14/bg.gif,http://pbs.twimg.com/profile_images/1484031194576551938/xbzT_BhO_normal.jpg
24742040,1487239941520244738,2022-01-29T01:43:28Z,Xbox,"@SeaOfThieves Skipping stones is so last year, this year we’re skipping pirates!",Sprout Social,66,1487231573418299396,3375660701,SeaOfThieves,FALSE,FALSE,196,3,,,,,,,,,,,,,,,,3375660701,SeaOfThieves,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/Xbox/status/1487239941520244738,Xbox,A containment zone,REACTing,https://t.co/C1bIH66H1K,FALSE,17601119,16237,20436,286936,4306,2009-03-16T18:30:52Z,TRUE,https://t.co/C1bIH66H1K,http://Xbox.com,,https://pbs.twimg.com/profile_banners/24742040/1642655585,http://abs.twimg.com/images/themes/theme14/bg.gif,http://pbs.twimg.com/profile_images/1484031194576551938/xbzT_BhO_normal.jpg
24742040,1487238820496134150,2022-01-29T01:39:01Z,Xbox,"@XboxAmbassadors Hold on, we need a calculator.",Sprout Social,30,1487153507060920328,3297964393,XboxAmbassadors,FALSE,FALSE,125,10,,,,,,,,,,,,,,,,3297964393,XboxAmbassadors,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/Xbox/status/1487238820496134150,Xbox,A containment zone,REACTing,https://t.co/C1bIH66H1K,FALSE,17601119,16237,20436,286936,4306,2009-03-16T18:30:52Z,TRUE,https://t.co/C1bIH66H1K,http://Xbox.com,,https://pbs.twimg.com/profile_banners/24742040/1642655585,http://abs.twimg.com/images/themes/theme14/bg.gif,http://pbs.twimg.com/profile_images/1484031194576551938/xbzT_BhO_normal.jpg
24742040,1487237464691380225,2022-01-29T01:33:37Z,Xbox,"Can't keep this kangaroo down!

Kao The Kangaroo is back and jumping onto #Xbox this summer! 🦘

https://t.co/O0rrfBg0hE",Twitter Web App,132,,,,FALSE,TRUE,0,84,,,Xbox,,msft.it/6013Z7zyF,https://t.co/O0rrfBg0hE,https://msft.it/6013Z7zyF,,,,,,,,,1673854382,ID_Xbox,en,,,,,,,,,,,,,,,,1486836420434087936,"Can't keep this kangaroo down!

Kao The Kangaroo is back and jumping onto #Xbox this summer! 🦘

https://t.co/O0rrfBg0hE",2022-01-27T23:00:01Z,Sprinklr Publishing,818,84,1673854382,ID_Xbox,ID@Xbox,112331,637,14005,"Redmond, WA",Promoting amazing independent games & helping you to self-publish games to Xbox & Win 10. YouTube: https://t.co/ihs76AasRt Contact us: id@xbox.com; https://t.co/NdxTnXf3Ha,TRUE,,,,,,,|,|,|||||||,https://twitter.com/Xbox/status/1487237464691380225,Xbox,A containment zone,REACTing,https://t.co/C1bIH66H1K,FALSE,17601119,16237,20436,286936,4306,2009-03-16T18:30:52Z,TRUE,https://t.co/C1bIH66H1K,http://Xbox.com,,https://pbs.twimg.com/profile_banners/24742040/1642655585,http://abs.twimg.com/images/themes/theme14/bg.gif,http://pbs.twimg.com/profile_images/1484031194576551938/xbzT_BhO_normal.jpg
24742040,1487222278999855105,2022-01-29T00:33:17Z,Xbox,"Your genius comes at a cost. 

Glide into battle as Green Goblin, now in the Item Shop! https://t.co/WdsVDoc1uw",Twitter Web App,129,,,,FALSE,TRUE,0,2400,,,,,,,,http://pbs.twimg.com/amplify_video_thumb/1485670489360011265/img/-_iQk7nt-pv8RdAr.jpg,https://t.co/WdsVDoc1uw,https://twitter.com/FortniteGame/status/1486851518468820994/video/1,photo,http://pbs.twimg.com/amplify_video_thumb/1485670489360011265/img/-_iQk7nt-pv8RdAr.jpg,https://t.co/WdsVDoc1uw,https://twitter.com/FortniteGame/status/1486851518468820994/video/1,,425871040,FortniteGame,en,,,,,,,,,,,,,,,,1486851518468820994,"Your genius comes at a cost. 

Glide into battle as Green Goblin, now in the Item Shop! https://t.co/WdsVDoc1uw",2022-01-28T00:00:01Z,Twitter Media Studio,24579,2400,425871040,FortniteGame,Fortnite,14131497,100,15217,"","Official Twitter account for #Fortnite; Battle Royale, Creative, and Save the World. For status updates and service issues check out @FortniteStatus",TRUE,,,,,,,|,|,|||||||,https://twitter.com/Xbox/status/1487222278999855105,Xbox,A containment zone,REACTing,https://t.co/C1bIH66H1K,FALSE,17601119,16237,20436,286936,4306,2009-03-16T18:30:52Z,TRUE,https://t.co/C1bIH66H1K,http://Xbox.com,,https://pbs.twimg.com/profile_banners/24742040/1642655585,http://abs.twimg.com/images/themes/theme14/bg.gif,http://pbs.twimg.com/profile_images/1484031194576551938/xbzT_BhO_normal.jpg
24742040,1487217290114478082,2022-01-29T00:13:27Z,Xbox,"@infernax Aw, you do care!",Sprout Social,16,1487202620942946307,1164933015262367744,infernax,FALSE,FALSE,6,1,,,,,,,,,,,,,,,,1164933015262367744,infernax,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/Xbox/status/1487217290114478082,Xbox,A containment zone,REACTing,https://t.co/C1bIH66H1K,FALSE,17601119,16237,20436,286936,4306,2009-03-16T18:30:52Z,TRUE,https://t.co/C1bIH66H1K,http://Xbox.com,,https://pbs.twimg.com/profile_banners/24742040/1642655585,http://abs.twimg.com/images/themes/theme14/bg.gif,http://pbs.twimg.com/profile_images/1484031194576551938/xbzT_BhO_normal.jpg
24742040,1487214867597701122,2022-01-29T00:03:50Z,Xbox,@Anthony78634216 Your car looks so festive.,Sprout Social,26,1487202149109010438,1449233170902175747,Anthony78634216,FALSE,FALSE,4,1,,,,,,,,,,,,,,,,1449233170902175747,Anthony78634216,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/Xbox/status/1487214867597701122,Xbox,A containment zone,REACTing,https://t.co/C1bIH66H1K,FALSE,17601119,16237,20436,286936,4306,2009-03-16T18:30:52Z,TRUE,https://t.co/C1bIH66H1K,http://Xbox.com,,https://pbs.twimg.com/profile_banners/24742040/1642655585,http://abs.twimg.com/images/themes/theme14/bg.gif,http://pbs.twimg.com/profile_images/1484031194576551938/xbzT_BhO_normal.jpg
24742040,1487214548415401984,2022-01-29T00:02:34Z,Xbox,@JediMarGi @starwars @Respawn @EAStarWars You've got a great eye for action shots!,Sprout Social,40,1487207016196198400,47976929,JediMarGi,FALSE,FALSE,5,2,,,,,,,,,,,,,,,,47976929|20106852|207936757|3033103596,JediMarGi|starwars|Respawn|EAStarWars,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/Xbox/status/1487214548415401984,Xbox,A containment zone,REACTing,https://t.co/C1bIH66H1K,FALSE,17601119,16237,20436,286936,4306,2009-03-16T18:30:52Z,TRUE,https://t.co/C1bIH66H1K,http://Xbox.com,,https://pbs.twimg.com/profile_banners/24742040/1642655585,http://abs.twimg.com/images/themes/theme14/bg.gif,http://pbs.twimg.com/profile_images/1484031194576551938/xbzT_BhO_normal.jpg
